data,municipio,fonte,titulo,link,resumo,classificacao,palavras_chave_detectadas,entidades_locais,eventos_problemas
Data não identificada,Santa Bárbara D Oeste,sbnoticias.com.br,"Nível do Ribeirão dos Toledos aumenta e preocupa com o risco de chuvas fortes e volumosas até sexta-feira - SBNotícias, a sua cidade on-line",https://sbnoticias.com.br/noticia/Nivel-do-Ribeirao-dos-Toledos-aumenta-e-preocupa-com-o-risco-de-chuvas-fortes-e-volumosas-ate-sexta-feira/227421,"O tempo segue instável na região, com risco de períodos de chuvas fortes e volumosas em toda a Região Metropolitana de Campinas-RMC.
Em Santa Bárbara d’ Oeste, com as chuvas registradas desde a noite de ontem (11), o nível do Ribeirão dos Toledos está bem acima do normal, com a previsão de mais chuvas até o sábado (14), os moradores do Jardim Conceição, São Joaquim e outros bairros ribeirinhos estão apreensivos.
A Defesa Civil informou que segue monitorando 24 horas os pontos de alagamento.",Média,"Santa Bárbara D Oeste, alagamento, chuva",,"alagamento, chuva"
Data não identificada,Atibaia,Agencia Futebol de base,Portal Atibaia News,https://www.portalatibaianews.com.br/noticias,"HOME Noticias Fundo Social e Defesa Civil do Estado enviam ajuda humanitária a Mairiporã Mutirão de castração registra mais de 150 faltas em dois dias; Prefeitura reforça importância do compromisso dos tutores Estrada da Pedra Grande será interditada temporariamente para continuidade das obras de pavimentação Atibaia terá dia com chuva forte e trovoada de manhã, à tarde e à noite, nesta quinta-feira, 12 Ministério da Agricultura e Pecuária entrega mais oito maquinários do Promaq para prefeituras paulistas População de Atibaia é convidada a participar da construção de um novo sistema de transporte público Rotary realiza coleta de sangue em Atibaia no próximo dia 20 Análise pericial reforça que morte da PM Gisele não condiz com suicídio Atibaia terá dia nublado e chuvoso com abertura de sol nesta quarta-feira, 11 Receba nossos informativos Mais lidas 01 Quermesse da Festa de Santa Ana começa neste final de semana em Atibaia 02 Atibaia terá dia nublado nesta quarta-feira (19).
Pode chover 03 CIEE Atibaia realiza mutirão de vagas de estágio e aprendizagem 04 Atibaia recebe comitiva do governo de Kochi, província do Japão 05 Férias sustentáveis: por que é importante promover a consciência ambiental ainda na infância?",Média,"Atibaia, chuva",,chuva
Data não identificada,Atibaia,Agencia Futebol de base,Portal Atibaia News,https://www.portalatibaianews.com.br/noticias/clima,"HOME Noticias Clima Atibaia terá dia com chuva forte e trovoada de manhã, à tarde e à noite, nesta quinta-feira, 12 Atibaia terá dia nublado e chuvoso com abertura de sol nesta quarta-feira, 11 Atibaia terá dia chuvoso com abertura de sol nesta terça-feira, 10 Atibaia terá dia nublado nesta segunda-feira, 9.
Pode chover rápido a qualquer hora Atibaia terá dia de sol com aumento de nuvens neste domingo, 8.
Pode chover a qualquer hora Atibaia terá dia nublado com abertura de sol neste sábado, 7.",Média,"Atibaia, chuva",,chuva
Data não identificada,Atibaia,Agencia Futebol de base,Portal Atibaia News,https://www.portalatibaianews.com.br/noticias/entretenimento,"HOME Noticias Entretenimento O Agente Secreto é indicado para quatro categorias do Oscar Festival de férias 'Diversão em Movimento' continua na próxima semana Devido à previsão de chuva, programação do 'Diversão em Movimento' acontece exclusivamente no Elefantão nesta sexta (16) Atibaia oferece atividades recreativas e esportivas nas férias de janeiro Sorteadas as seis dezenas da Mega da Virada: 09-13- 21-32-33-59 Horóscopo de Janeiro de 2026: é agora ou nunca Mega da Virada pode pagar até R$ 1 bilhão: saiba as dezenas mais sorteadas e entenda o que está por trás do sonho de ficar rico Suh Maya celebra raízes e amor familiar em faixa do EP 'DêndiCasa - Volume 1' Mega-Sena sorteia R$ 100 milhões nesta quinta-feira Receba nossos informativos Mais lidas 01 Quermesse da Festa de Santa Ana começa neste final de semana em Atibaia 02 Atibaia terá dia nublado nesta quarta-feira (19).
Pode chover 03 CIEE Atibaia realiza mutirão de vagas de estágio e aprendizagem 04 Atibaia recebe comitiva do governo de Kochi, província do Japão 05 Férias sustentáveis: por que é importante promover a consciência ambiental ainda na infância?",Média,"Atibaia, chuva",,chuva
Data não identificada,Atibaia,Agencia Futebol de base,Portal Atibaia News,https://www.portalatibaianews.com.br/noticias/infraestrutura,"HOME Noticias Infraestrutura Estrada da Pedra Grande será interditada temporariamente para continuidade das obras de pavimentação Confira a programação da Zeladoria Municipal desta semana em Atibaia Moradores apontam vazamento de esgoto em escola do Jd.
Alvinópolis Obras de esgoto devem interferir no trânsito da Avenida Brasil por até 40 dias Confira a programação da Zeladoria Municipal em Atibaia de 2 a 6 de março Ponte que dá acesso ao bairro Chácaras Fernão Dias cede após chuva intensa Confira a programação da Zeladoria Municipal de Atibaia Moradores reclamam de barulho excessivo em Estação de Tratamento do Caetetuba SAAE inicia implantação de rede coletora de esgoto na Rua Salvador Hernandez, no Caetetuba Receba nossos informativos Mais lidas 01 Quermesse da Festa de Santa Ana começa neste final de semana em Atibaia 02 Atibaia terá dia nublado nesta quarta-feira (19).
Pode chover 03 CIEE Atibaia realiza mutirão de vagas de estágio e aprendizagem 04 Atibaia recebe comitiva do governo de Kochi, província do Japão 05 Férias sustentáveis: por que é importante promover a consciência ambiental ainda na infância?",Média,"Atibaia, chuva, vazamento",,"chuva, vazamento"
Data não identificada,Atibaia,Portal da Cidade Atibaia / SP,Previsão do tempo para Atibaia nesta quarta-feira (11),https://atibaia.portaldacidade.com/noticias/cidade/previsao-do-tempo-para-atibaia-nesta-quarta-feira-11-3043-1421,"Quarta-feira Publicado em 11/03/2026 às 07:27 ilustrativa (Foto: Imagem da internet ) Atibaia amanheceu nesta quarta-feira (11) com garoa e temperatura na casa dos 20°C, em um cenário de tempo fechado que deve permanecer ao longo de todo o dia.
A previsão indica variação pequena nos termômetros, com máximas próximas de 22°C, o que mantém a sensação de um dia mais úmido e abafado para moradores e visitantes.
A principal atenção, no entanto, está nas condições de instabilidade.",Média,"Atibaia, alagamento, chuva",,"alagamento, chuva"
Data não identificada,Atibaia,Portal da Cidade Atibaia / SP,Previsão do tempo para Atibaia nesta quinta-feira (12),https://atibaia.portaldacidade.com/noticias/cidade/previsao-do-tempo-para-atibaia-nesta-quinta-feira-12-1239-1319,"Quinta-feira Publicado em 12/03/2026 às 08:10 ilustrativa (Foto: Imagem da internet ) Atibaia enfrenta nesta quinta-feira (12) mais um dia de tempo instável, com chuva prevista em diferentes períodos e temperaturas amenas.
No começo da manhã, os termômetros marcavam 20°C, e a máxima prevista para o dia é de 21°C, mantendo a sensação de frio leve e exigindo atenção de quem precisa circular pela cidade.
A principal informação para os moradores é que o município está sob alertas meteorológicos para acumulado de chuva e chuvas intensas, segundo o Instituto Nacional de Meteorologia.",Média,"Atibaia, chuva",,chuva
Data não identificada,Atibaia,Portal da Cidade Atibaia / SP,Previsão do tempo para Atibaia nesta terça-feira (10),https://atibaia.portaldacidade.com/noticias/cidade/previsao-do-tempo-para-atibaia-nesta-terca-feira-10-1551-3503,"Terça-feira Publicado em 10/03/2026 às 07:13 ilustrativa (Foto: Imagem da internet ) Os moradores de Atibaia devem enfrentar uma terça-feira (10) de tempo instável, com chuva já nas primeiras horas do dia e predomínio de nuvens ao longo do período.
Nesta manhã, os termômetros marcavam 19°C na cidade, em meio a pancadas de chuva, cenário que exige atenção de quem precisa sair de casa.
De acordo com a previsão, a temperatura deve variar entre 18°C e 22°C, com sensação térmica próxima dessa faixa durante o dia.",Média,"Atibaia, chuva",,chuva
Data não identificada,Americana,sbnoticias.com.br,"Tempo e Temperatura - SBNotícias, a sua cidade on-line",https://sbnoticias.com.br/noticia/Tempo-e-Temperatura/227418,"Máxima: 22° Mínima: 20° Chuva o dia todo com período de trovoadas.
MEMÓRIAS MEMÓRIAS: Malvino Mac Knight COLUNA SOCIAL União Barbarense 1 x 1 Paulista Desportivo Brasil 1 x 1 União Barbarense Musical ""Ópera do Malandro"", no Teatro Renault, em São Paulo União Barbarense 3 x 0 União Suzano DERBY 104 - RIO BRANCO 1 X 2 UNIÃO BARBARENSE Passeio em Valinhos - Rota do Figo - Sábado, 21/02/26 NOTÍCIAS MAIS LIDAS Morre dona Sebastiana Melloni Ávila Bueno, mãe do vereador Celso Ávilla; Câmara decreta luto oficial de três dias Por ciúmes, homem é preso após agredir e ameaçar a companheira com facas no Jardim Santa Rita Mulher e ex-namorado suspeitos de estupro e exploração sexual de filha adolescente são presos em Americana Gigante do setor agroenegético, Raízen pede recuperação extrajudicial Com retorno de Fabricio, União Barbarense encara o Paulista de Jundiai em casa buscando entrar no G-4 da série A-3 Rio Branco Esporte Clube encara Itapirense em confronto direto para se afastar do Z-2 da Série A-3 Vereador viabiliza recursos para novo fardamento da Guarda Municipal Inscrições para o vestibular da Univesp encerram nesta quarta-feira com 44 vagas no Polo Santa Bárbara Vereador solicita convocação de secretários para esclarecimentos na Câmara",Média,"Americana, chuva",,chuva
Data não identificada,Campinas,Agência Social de Notícias,"Unidos do Candinho dá show debaixo de chuva em Sousas, Campinas",http://agenciasn.com.br/arquivos/21249,"Postado por: ASN 09/02/2026 em Cidadania Comentários desativados A forte chuva que caiu sobre o distrito de Sousas, em Campinas, na tarde do último sábado, 7 de fevereiro, acabou se tornando parte da cena e do sentido do desfile do Bloco Unidos do Candinho .
O temporal acompanhou o cortejo e dialogou diretamente com o samba-enredo deste ano, transformando a apresentação em um momento de grande emoção e afeto coletivo.
Por volta das 13 horas, usuários e profissionais do Serviço de Saúde Dr.",Média,"Campinas, chuva",,chuva
Data não identificada,Piracicaba,G1,VÍDEOS: Tudo sobre Piracicaba e região,https://g1.globo.com/sp/piracicaba-regiao/edicao/2021/02/08/videos-tudo-sobre-piracicaba-e-regiao.ghtml,"Quem faz parte da 2ª Turma do STF, que vai discutir prisão de Vorcaro Israel quer tomar territórios no Líbano e fala em ofensiva contra Hezbollah Irã fala pela 1ª vez em fim da guerra, mas impõe condições Inflação: pressionados pela educação, preços sobem 0,70% em fevereiro 4 são presos em operação contra venda de armas feitas em impressoras 3D Preço do diesel nos postos do Brasil dispara 7%; Cade investiga alta Como funcionam as minas navais que ameaçam navios no Estreito de Ormuz Chuva e temperaturas baixas seguem no Sul e Sudeste; veja previsão pelo país",Média,"Piracicaba, chuva",,chuva
2026-03-12T09:01:26-03:00,,"Ribeirão Preto acidade on | Notícias, vídeos, política, cultura e mais",Avenida Adelmo Perdizza é liberada após chuva causar alagamento em Ribeirão Preto - ACidade ON Ribeirão Preto,https://www.acidadeon.com/ribeiraopreto/cotidiano/avenida-adelmo-perdizza-e-liberada-apos-chuva-causar-alagamento-em-ribeirao-preto/,"Via que liga ao Anel Viário Sul foi bloqueada nesta quarta (11), depois de voltar a ficar alagada Via que liga ao Anel Viário Sul foi bloqueada nesta quarta (11), depois de voltar a ficar alagada A avenida Adelmo Perdizza foi liberada ao trânsito nesta quinta-feira (12), depois de um alagamento provocado pela chuva, que bloqueou a via nesta quarta-feira (11), em Ribeirão Preto.
Segundo a RP Mobi , o alagamento foi registrado na altura do número 1.231, no bairro Residencial Florida .
Há um mês, a avenida também foi fechada por causa de alagamento .",Baixa,"alagamento, chuva",,"alagamento, chuva"
2026-03-12T07:52:51.161-03:00,,G1,Chuva em Ubatuba: temporal causa quedas de árvores e alagamentos | G1,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2026/03/12/chuva-provoca-quedas-de-arvores-de-postes-de-energia-e-alaga-ruas-em-ubatuba-sp.ghtml,"Chuva causa estragos em cidades da região Uma chuva intensa, acompanhada de ventos fortes, provocou transtornos em Ubatuba , no Litoral Norte de São Paulo, entre quarta-feira (11) e quinta-feira (12).
Segundo a Defesa Civil de SP, houve registro de quedas de árvores, queda de poste de energia elétrica e pontos de alagamento na cidade.
As ocorrências começaram durante a madrugada de quarta-feira, com uma queda de árvore que bloqueou o trânsito na Estrada Archisio Ceschi.",Baixa,"alagamento, chuva",,"alagamento, chuva"
2026-03-12T05:03:29.664-03:00,,G1,O que é chuva ácida e quais são os seus riscos? | G1,https://g1.globo.com/meio-ambiente/noticia/2026/03/12/o-que-e-chuva-acida-e-quais-sao-os-seus-riscos.ghtml,"Irã alerta moradores de Teerã para risco de chuva ácida — Foto: Majid Asgaripour/WANA (West Asia News Agency) via REUTERS O ataque contra depósitos de petróleo lançou uma fumaça escura e densa sobre Teerã, a capital do Irã, no sábado (7).
O resultado foi uma combinação de óxidos de enxofre e compostos de nitrogênio que, juntos com a umidade do ar, podem resultar em chuva ácida.
As autoridades e o Crescente Vermelho do Irã alertaram os moradores para permanecerem em casa.",Baixa,"chuva, poluição, seca",,"chuva, poluição, seca"
2026-03-08T02:54:51+00:00,Campo Limpo Paulista,"Portal Paulínia - Portal com notícias de Paulínia, Eventos, Vagas de Emprego e Blog de Opinião.","Rota da Água: Governo de SP lança pacote de R$ 1,28 bilhão em saneamento e entrega nova ETE em Paulínia - Portal Paulínia",https://portalpaulinia.com/rota-da-agua-governo-de-sp-lanca-pacote-de-r-128-bilhao-em-saneamento-e-entrega-nova-ete-em-paulinia/,"Estação de Tratamento de Esgoto inaugurada na cidade vai beneficiar cerca de 109 mil moradores O Governo do Estado de São Paulo anunciou neste sábado (7) um pacote de R$ 1,28 bilhão em investimentos em saneamento básico para 11 municípios das regiões das bacias do Pardo-Grande e dos rios Piracicaba, Capivari e Jundiaí (PCJ).
O anúncio foi realizado em Paulínia , durante a entrega da nova Estação de Tratamento de Esgoto (ETE) do município.
A agenda contou com a presença do governador Tarcísio de Freitas , da secretária de Meio Ambiente, Infraestrutura e Logística Natália Resende e do prefeito de Paulínia Danilo Barros , além de autoridades regionais.",Baixa,"Campo Limpo Paulista, PCJ",PCJ,
2026-03-06T18:43:53.116Z,Capivari,REBOB.ORG.BR,Abertura do Projeto Gota d’Água destaca a importância do envolvimento social na gestão da água,https://www.rebob.org.br/post/abertura-do-projeto-gota-d-água-destaca-a-importância-do-envolvimento-social-na-gestão-da-água,"há 6 dias 3 min de leitura Evento inaugural das capacitações do ano de 2026 aconteceu no auditório da ArcelorMittal, em Piracicaba (SP), com a presença de 140 pessoas O Consórcio PCJ, por meio do Programa de Educação e Sensibilização Ambiental, inaugurou na última quarta-feira (25) as capacitações do Projeto “Gota d’Água”, que tem como tema para 2026, “A Gestão da Água através do Tempo”.
A abertura oficial aconteceu no auditório da empresa associada, ArcelorMittal, em Piracicaba (SP), com a presença de 140 pessoas, entre educadores e profissionais das áreas de água, saneamento e meio ambiente.
As fotos do encontro podem ser acessadas no Flickr.",Baixa,"Capivari, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,,envolverde.com.br,6 tendências na agenda da água tratada para 2026 - Envolverde,https://envolverde.com.br/noticia/6-tendencias-na-agenda-da-agua-tratada-para-2026,"Em 2026, o acesso à água potável seguirá como um dos grandes desafios da capacidade do Brasil para cumprir suas promessas de desenvolvimento sustentável.
Apesar de avanços desde o Novo Marco Legal do Saneamento em 2020, legislação que atualizou as regras para o setor, com o objetivo de universalizar o saneamento básico no Brasil até 2033, garantindo 99% de acesso à água potável, o país ainda convive com um cenário desigual: milhões de brasileiros seguem sem água tratada.
Segundo um levantamento recente do Instituto Trata Brasil , dos 5.570 municípios brasileiros, 5.079 têm acesso à água tratada (91,2% do total).",Baixa,"contaminação, falta de água",,"contaminação, falta de água"
Data não identificada,Americana,comitespcj.org.br,AGÊNCIA DAS BACIAS PCJ,https://www.comitespcj.org.br/agencia-bacias-pcj/,"Documentos legais Resolução CNRH nº 111 , de 21/07/2010, que “Delega competência à Fundação Agências das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí para o exercício de funções inerentes à Agência de Água das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí.” (PDF, 57 Kb) Apresentação sobre os Comitês PCJ (CBH-PCJ, PCJ FEDERAL e CBH-PJ) (PDF, 1.011 Kb) Justificativas para a implantação da Fundação Agência de Bacias (PDF, 35 Kb) Lei nº 10.020/98 , de 03/07/98, que “Autoriza o Poder Executivo a participar das Agências de Bacias Hidrográficas dos corpos de água superficiais e subterrâneos de domínio do Estado de São Paulo e dá outras povidências correlatas” Decreto nº 50.667/06 , de 30/03/06, que “Regulamenta dispositivos da Lei nº 12.183/05 , de 29 de dezembro de 2005, que trata da cobrança pela utilização dos recursos hídricos do domíniodo estado de São Paulo, e dá outras providências correlatas”.
Lei n.º 7.663/91 , de 30/12/91, que “Estabelece normas de orientação à Política Estadual de Recursos Hídricos bem como ao Sistema Integrado de Gerenciamento de Recursos Hídricos” (alterada pela Lei nº 9.034/94 ).
Deliberação CBH-PCJ nº 060/98 , de 21/08/96, que “Cria Comissão tripartite para instituição da Fundação Agência das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí (CT-AG)” Deliberação CBH-PCJ nº 029/96 , de 12/01/96, que “Aprova emendas ao Anteprojeto de Lei que autoriza o Poder Executivo a participar da constituição de Agências de Bacias Hidrográficas” Deliberação CBH-PCJ nº 014/94 , de 21/12/94, que “Aprova minuta de anteprojeto de lei autorizando o poder executivo a participar da criação da Fundação Agência das Bacias dos Rios Piracicaba, Capivari e Jundiaí” Deliberação CBH-PCJ nº 005/93 , de 18/11/93, que “Aprova a proposta de criação de Agência das Bacias dos rios Piracicaba, Capivari e Jundiaí” Relação com os Municípios que aprovaram a Lei da Fundação Agência de Bacias (atualizado em 15/10/09) O total de Projetos de Lei aprovados são 47, totalizando 4.748.710 milhões de habitantes (estimativa IBGE 2008), conforme a planilha abaixo: Definidos os Conselhos Deliberativo e Fiscal da Fundação Agência das Bacias PCJ (09/09/09) A Câmara Técnica de Planejamento – CT-PL dos Comitês PCJ, na sua 32ª Reunião Ordinária, realizada em Americana/SP, procedeu a escolha dos membros dos segmentos Município, Organizações Civis e Usuários de Recursos Hídricos que formarão os Conselhos Deliberativo e Fiscal da Fundação Agência das Bacias PCJ.",Baixa,"Americana, Cantareira, Comitês PCJ, PCJ, Sistema Cantareira","Cantareira, Comitês PCJ, PCJ, Sistema Cantareira",
Data não identificada,Americana,comitespcj.org.br,CBH-PCJ,https://www.comitespcj.org.br/cbh-pcj/,"MEMBROS Composição da Diretoria do Comitê das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí – CBH-PCJ (Comitê Estadual Paulista) Mandato 2025-2027 Endereços para correspondência: Secretaria Executiva dos Comitês PCJ Rua Alfredo Guedes nº 1949 – Sala 604 – Ed.
Racz Center CEP: 13416-901 – Piracicaba/SP Email: se.pcj@comites.baciaspcj.org.br Relação dos atuais membros do segmento Órgãos do Governo no Plenário do CBH-PCJ com direito a voto SEMIL André Luiz Sanchez Navarro (Titular) Bruno Franco de Souza (Suplente) SEMIL André Luiz Sanchez Navarro (Titular) Bruno Franco de Souza (Suplente) Secretaria da Fazenda e Planejamento Aguardando indicação.
Secretaria de Governo e Relações Institucionais Hídeo Augusto Dendini (Titular) Célio Soares de Souza (Suplente) Secretaria de Desenvolvimento Econômico Caroline Nais (Titular) Sueli Aparecida Rodrigues Cavalhero (Suplente) Polícia Militar Ambiental de São Paulo André Manoel da Silva (Titular) Cléber Rodrigues Ventrone (Suplente) Secretaria de Agricultura e Abastecimento Denis Herisson da Silva (Titular) Henrique Bellinaso (Suplente) Secretaria de Agricultura e Abastecimento Denis Herisson da Silva (Titular) Henrique Bellinaso (Suplente) CETESB Maria da Penha de Oliveira Alencar (Titular) Adriana Salvaia Guimarães Alves (Suplente) CETESB Maria da Penha de Oliveira Alencar (Titular) Adriana Salvaia Guimarães Alves (Suplente) SP Águas Felipe Gobet de Aguiar (Titular) Sarah Janaína Menuzzo Quental (Suplente) SP Águas Felipe Gobet de Aguiar (Titular) Sarah Janaína Menuzzo Quental (Suplente) Secretaria da Saúde Luiz Alberto Buschinelli Carneiro (Titular) Marcos Cesar Prado (Suplente) Secretaria da Saúde Luiz Alberto Buschinelli Carneiro (Titular) Marcos Cesar Prado (Suplente) Secretaria de Esportes Solange Guerra Bueno (Titular) Inês de Salles Gonçalves (Suplente) Fundação Florestal Antônio Álvaro Buso Junior (Titular) Cleide de Oliveira (Suplente) Relação dos atuais membros do segmento Municípios no Plenário do CBH-PCJ com direito a voto P.M.",Baixa,"Americana, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Camanducaia,comitespcj.org.br,CBH-PJ1,https://www.comitespcj.org.br/cbg-pj1/,"MEMBROS Composição da Diretoria do Comitê da Bacia Hidrográfica do Rio Piracicaba e Jaguari – CBH-PJ1 (Comitê Estadual Mineiro) para o mandato 2023-2027 Endereços para correspondência: Secretaria Executiva dos Comitês PCJ Rua Alfredo Guedes № 1949 – Sala 604 – Ed.
Racz Center CEP: 13416-901 – Piracicaba/SP Email: se.pcj@comites.baciaspcj.org.br ; presidentecbhpj@comites.baciaspcj.org.br EMATER-MG Marcelina Batista da Costa SEAPA Hélio João de Farias Neto IMA Mariana Cristina Souza Santos IEF Raquel Junqueira Costa Polícia Militar de Minas Claudinei Soares Gonçalves SEMAD Daniel Iscold Andrade de Oliveira P.M.
de Sapucaí-Mirim Geovane Rodolfo Pereira Diógenes P.M.",Baixa,"Camanducaia, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Atibaia,comitespcj.org.br,Comites PCJ,https://www.comitespcj.org.br/index.php?option=com_content&view=category&layout=blog&id=11&Itemid=286#content,"Agenda de todos os eventos a serem realizados, promovidos ou organizados pelos Comitês PCJ ou suas Câmaras Técnicas.
Próximos 6 Eventos: Data: Hora: Local: Comentários: CT-AS Águas Subterrâneas CT-EA Educação Ambiental CT-ID Integração e Difusão de Pesquisas e Tecnologias CT-Indústria Uso e Conservação da Água na Indústria CT-Mananciais Proteção e Conservação dos Mananciais CT-MH Monitoramento Hidrológico CT-OL Outorgas e Licenças CT-PB Plano de Bacias CT-Rural Uso e Conservação da Água no Meio Rural CT-SA Saneamento CT-SAM Saúde Ambiental GT EMPREENDIMENTOS As Bacias PCJ correspondem à área territorial das bacias hidrográficas dos rios Piracicaba, Capivari e Jundiaí, que englobam os estados de São Paulo e Minas Gerais.
Destaca-se que a bacia do Rio Piracicaba é subdivida ainda em outras quatro sub-bacias, sendo Corumbataí, Jaguari, Atibaia e Camanducaia.",Baixa,"Atibaia, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Atibaia,comitespcj.org.br,Comites PCJ,https://www.comitespcj.org.br/,"Agenda de todos os eventos a serem realizados, promovidos ou organizados pelos Comitês PCJ ou suas Câmaras Técnicas.
Próximos 6 Eventos: Data: Hora: Local: Comentários: CT-AS Águas Subterrâneas CT-EA Educação Ambiental CT-ID Integração e Difusão de Pesquisas e Tecnologias CT-Indústria Uso e Conservação da Água na Indústria CT-Mananciais Proteção e Conservação dos Mananciais CT-MH Monitoramento Hidrológico CT-OL Outorgas e Licenças CT-PB Plano de Bacias CT-Rural Uso e Conservação da Água no Meio Rural CT-SA Saneamento CT-SAM Saúde Ambiental GT EMPREENDIMENTOS As Bacias PCJ correspondem à área territorial das bacias hidrográficas dos rios Piracicaba, Capivari e Jundiaí, que englobam os estados de São Paulo e Minas Gerais.
Destaca-se que a bacia do Rio Piracicaba é subdivida ainda em outras quatro sub-bacias, sendo Corumbataí, Jaguari, Atibaia e Camanducaia.",Baixa,"Atibaia, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Capivari,comitespcj.org.br,Estatuto do CBH-PCJ,https://www.comitespcj.org.br/estatuto-do-cbh-pcj-2/,"Estatuto do Comitê das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí CBH-PCJ Aprovado pela Deliberação CBH-PCJ nº001/93 , de 18/11/93, e alterado pela Deliberação CBH-PCJ nº 054/98 , de 21/08/98, e alterado pela Deliberação CBH-PCJ nº 092/00 , de 09/05/00, e alterado pela Deliberação CBH-PCJ nº 132/03 , de 20/01/03, e alterado pela Deliberação CBH-PCJ nº 143/03 , de 10/12/03, e alterado pela Deliberação CBH-PCJ nº 164/07 , de 30/03/07, e alterado pela Deliberação Conjunta dos Comitês PCJ nº 098/08 , de 27/06/08, e alterado pela Deliberação dos Comitês PCJ nº 106/11 , de 31/03/11, e alterado pela Deliberação dos Comitês PCJ nº 155/12 , de 14/12/12, e alterado pela Deliberação dos Comitês PCJ nº 316/19 , de 25/04/19, e alterado pela Deliberação dos Comitês PCJ nº 371/21 , de 07/10/2021, e alterado pela Deliberação dos Comitês PCJ nº 413/22 , de 04/10/2022 Acesso ao Estatuto do CBH-PCJ vigente.",Baixa,"Capivari, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Atibaia,comitespcj.org.br,HISTÓRICO,https://www.comitespcj.org.br/historico/,"Introdução: Histórico do Sistema de Gestão de Recursos Hídricos de São Paulo A preocupação com um Sistema de Gestão de Recursos Hídricos data de 1982, quando o DAEE tomou a iniciativa de promover a série de Encontros de órgãos gestores de recursos hídricos, federais e estaduais (o primeiro em São Paulo, os seguintes em outras capitais e o último em Porto Alegre).
As conclusões e recomendações desses Encontros foram consubstanciados num Relatório Final do Grupo de Trabalho instituído pela Portaria 661 de 05 de maio de 1986 do Ministro de Minas e Energia.
Por fim, na Constituição Federal de 1988, artigo 21, inciso XIX, foi explicitada a necessidade de instituição do Sistema Nacional de Gerenciamento de Recursos Hídricos.",Baixa,"Atibaia, Cantareira, PCJ, Sistema Cantareira","Cantareira, PCJ, Sistema Cantareira",
Data não identificada,,climatempo.com.br,Moda e Clima: Sustentabilidade e Tendências do Setor | Climatempo,https://www.climatempo.com.br/noticias/moda,"Cosméticos, tecidos e materiais de construção: o agronegócio brasileiro é protagonista silencioso em diversas áreas do nosso dia a dia Enfrentando um cenário meteorológico excepcional, as empresas do varejo são bastante impactadas, exigindo adaptação rápida e estratégias inovadoras.
Norte do Brasil: Chuvas intensas e previsões otimistas.
Previsão: nebulosidade, chuva e alerta para temporais.",Baixa,"chuva, seca",,"chuva, seca"
Data não identificada,,comitespcj.org.br,ORGANOGRAMA DOS COMITÊS PCJ,https://www.comitespcj.org.br/organograma-dos-comites-pcj/,Resumo não disponível.,Baixa,"Comitês PCJ, PCJ","Comitês PCJ, PCJ",
Data não identificada,Americana,comitespcj.org.br,PCJ FEDERAL,https://www.comitespcj.org.br/pcj-federal/,"MEMBROS Composição da Diretoria do Comitê das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí – PCJ FEDERAL (comitê FEDERAL) para o Mandato 2025-2027 Endereços para correspondência: Secretaria Executiva dos Comitês PCJ Rua Alfredo Guedes n 1949 – Sala 604 – Ed.
Racz Center CEP: 13416-901 – Piracicaba/SP Email: se.pcj@comites.baciaspcj.org.br Relação dos atuais membros do segmento Órgãos do Governo no Plenário do PCJ FEDERAL com direito a voto SEMIL André Luiz Sanchez Navarro (Titular) Bruno Franco de Souza (Suplente) SEMIL André Luiz Sanchez Navarro (Titular) Bruno Franco de Souza (Suplente) Secretaria da Fazenda e Planejamento Aguardando indicação.
Secretaria de Governo e Relações Institucionais Hídeo Augusto Dendini (Titular) Célio Soares de Souza (Suplente) Secretaria de Desenvolvimento Econômico Caroline Nais (Titular) Sueli Aparecida Rodrigues Cavalhero (Suplente) Polícia Militar Ambiental de São Paulo André Manoel da Silva (Titular) Cléber Rodrigues Ventrone (Suplente) Secretaria de Agricultura e Abastecimento Denis Herisson da Silva (Titular) Henrique Bellinaso (Suplente) Secretaria de Agricultura e Abastecimento Denis Herisson da Silva (Titular) Henrique Bellinaso (Suplente) EMATER-MG Marcelina Batista da Costa SEAPA Hélio João de Farias Neto IMA Mariana Cristina Souza Santos IEF Raquel Junqueira Costa Polícia Militar de Minas Gerais Claudinei Soares Gonçalves SEMAD Daniel Iscold A.",Baixa,"Americana, Comitês PCJ, PCJ","Comitês PCJ, PCJ",
